sample_number,sim_time,pos_x,pos_y,pos_z,road_elevation_left,road_elevation_right
52792,527.92,762.3858,449.8513,145.7258,145.5378,145.361
52793,527.93,762.3858,449.8513,145.7258,145.5378,145.361
52794,527.94,762.4353,449.8202,145.7298,145.5428,145.3674
52795,527.95,762.4353,449.8202,145.7298,145.553,145.374
52796,527.96,762.4841,449.7899,145.7352,145.553,145.374
52797,527.97,762.4841,449.7899,145.7352,145.5488,145.3793
52798,527.98,762.5335,449.7589,145.7405,145.5488,145.3793
52799,527.99,762.5335,449.7589,145.7405,145.5461,145.3826
52800,528.0,762.5828,449.7276,145.7463,145.5461,145.3826
52801,528.01,762.6219,449.7028,145.751,145.5417,145.3891
52802,528.02,762.6219,449.7028,145.751,145.5417,145.3891
52803,528.03,762.681,449.6651,145.757,145.5356,145.3933
52804,528.04,762.681,449.6651,145.757,145.5356,145.3933
52805,528.05,762.7294,449.6342,145.7614,145.5313,145.3957
52806,528.06,762.7294,449.6342,145.7614,145.5278,145.3965
52807,528.07,762.768,449.6089,145.7644,145.5278,145.3965
52808,528.08,762.768,449.6089,145.7644,145.5235,145.3974
52809,528.09,762.8425,449.5601,145.7705,145.5235,145.3974
52810,528.1,762.8425,449.5601,145.7705,145.517,145.3992
52811,528.11,762.8905,449.5284,145.7728,145.517,145.3992
52812,528.12,762.8905,449.5284,145.7728,145.5087,145.3999
52813,528.13,762.9276,449.5034,145.7749,145.5087,145.3999
52814,528.14,762.9276,449.5034,145.7749,145.5038,145.4017
52815,528.15,762.9855,449.4635,145.7777,145.5038,145.4017
52816,528.16,762.9855,449.4635,145.7777,145.4867,145.4024
52817,528.17,763.0223,449.4378,145.7799,145.4814,145.4037
52818,528.18,763.0707,449.4034,145.7828,145.4814,145.4037
52819,528.19,763.0707,449.4034,145.7828,145.4717,145.4046
52820,528.2,763.1177,449.3692,145.7858,145.4717,145.4046
52821,528.21,763.1177,449.3692,145.7858,145.4538,145.4064
52822,528.22,763.155,449.3411,145.7888,145.4538,145.4064
52823,528.23,763.2011,449.3057,145.7922,145.4386,145.408
52824,528.24,763.2011,449.3057,145.7922,145.4307,145.4087
52825,528.25,763.2467,449.27,145.796,145.4307,145.4087
52826,528.26,763.2467,449.27,145.796,145.415,145.4082
52827,528.27,763.2467,449.27,145.796,145.415,145.4082
52828,528.28,763.3021,449.226,145.8,145.3998,145.4068
52829,528.29,763.3381,449.1965,145.8025,145.3998,145.4068
52830,528.3,763.3381,449.1965,145.8025,145.3919,145.4058
52831,528.31,763.3835,449.1586,145.8052,145.3919,145.4058
52832,528.32,763.3835,449.1586,145.8052,145.3848,145.4046
52833,528.33,763.4372,449.1126,145.8075,145.3848,145.4046
52834,528.34,763.4372,449.1126,145.8075,145.3671,145.4024
52835,528.35,763.4828,449.0721,145.8096,145.3671,145.4024
52836,528.36,763.4828,449.0721,145.8096,145.3536,145.4016
52837,528.37,763.5186,449.0393,145.8095,145.3536,145.4016
52838,528.38,763.5186,449.0393,145.8095,145.3469,145.4008
52839,528.39,763.5745,448.9876,145.8094,145.3469,145.4008
52840,528.4,763.5745,448.9876,145.8094,145.3326,145.3994
52841,528.41,763.6111,448.9532,145.8076,145.3326,145.3994
52842,528.42,763.6111,448.9532,145.8076,145.3256,145.3984
52843,528.43,763.6486,448.9171,145.8056,145.3113,145.3999
52844,528.44,763.6486,448.9171,145.8056,145.3113,145.3999
52845,528.45,763.7057,448.8611,145.8001,145.3113,145.3999
52846,528.46,763.7057,448.8611,145.8001,145.2957,145.4021
52847,528.47,763.735,448.8322,145.7969,145.2957,145.4021
52848,528.48,763.735,448.8322,145.7969,145.2881,145.4038
52849,528.49,763.7753,448.7925,145.7916,145.2881,145.4038
52850,528.5,763.7753,448.7925,145.7916,145.2808,145.4056
52851,528.51,763.8378,448.7296,145.7824,145.2808,145.4056
52852,528.52,763.8378,448.7296,145.7824,145.2679,145.4012
52853,528.53,763.8808,448.6857,145.7761,145.2679,145.4012
52854,528.54,763.8808,448.6857,145.7761,145.2613,145.3942
52855,528.55,763.9262,448.6398,145.7694,145.2613,145.3942
52856,528.56,763.9262,448.6398,145.7694,145.2477,145.3867
52857,528.57,763.983,448.5815,145.761,145.2477,145.3867
52858,528.58,763.983,448.5815,145.761,145.2407,145.3783
52859,528.59,764.03,448.5321,145.7549,145.2407,145.3783
52860,528.6,764.03,448.5321,145.7549,145.229,145.3685
52861,528.61,764.0872,448.4719,145.7475,145.229,145.3685
52862,528.62,764.1326,448.4228,145.7418,145.2173,145.3542
52863,528.63,764.1326,448.4228,145.7418,145.2173,145.3542
52864,528.64,764.1884,448.3602,145.735,145.2032,145.3416
52865,528.65,764.1884,448.3602,145.735,145.197,145.3393
52866,528.66,764.2324,448.3098,145.7299,145.197,145.3393
52867,528.67,764.2762,448.2583,145.7246,145.1846,145.3327
52868,528.68,764.2762,448.2583,145.7246,145.1846,145.3327
52869,528.69,764.2762,448.2583,145.7246,145.1783,145.3283
52870,528.7,764.3515,448.167,145.7154,145.1783,145.3283
52871,528.71,764.3515,448.167,145.7154,145.166,145.3229
52872,528.72,764.3937,448.1146,145.7104,145.16,145.3162
52873,528.73,764.4355,448.0613,145.7038,145.16,145.3162
52874,528.74,764.4355,448.0613,145.7038,145.1478,145.3089
52875,528.75,764.4872,447.9949,145.6954,145.1478,145.3089
52876,528.76,764.4872,447.9949,145.6954,145.1363,145.2979
52877,528.77,764.5391,447.9273,145.6861,145.1363,145.2979
52878,528.78,764.5391,447.9273,145.6861,145.1235,145.2867
52879,528.79,764.5908,447.8581,145.6753,145.1235,145.2867
52880,528.8,764.6319,447.8019,145.6669,145.118,145.2828
52881,528.81,764.6319,447.8019,145.6669,145.118,145.2828
52882,528.82,764.6319,447.8019,145.6669,145.1081,145.2696
52883,528.83,764.6949,447.7154,145.6531,145.1081,145.2696
52884,528.84,764.7367,447.657,145.6433,145.1032,145.2633
52885,528.85,764.7367,447.657,145.6433,145.093,145.257
52886,528.86,764.7788,447.5974,145.6333,145.093,145.257
52887,528.87,764.7788,447.5974,145.6333,145.0887,145.2506
52888,528.88,764.852,447.4927,145.6168,145.0887,145.2506
52889,528.89,764.852,447.4927,145.6168,145.0801,145.241
52890,528.9,764.8953,447.4297,145.6078,145.0801,145.241
52891,528.91,764.8953,447.4297,145.6078,145.0717,145.2347
52892,528.92,764.939,447.3654,145.5989,145.0685,145.2314
52893,528.93,764.9818,447.302,145.5902,145.0685,145.2314
52894,528.94,764.9818,447.302,145.5902,145.0685,145.2314
52895,528.95,765.0381,447.218,145.5793,145.0562,145.2189
52896,528.96,765.0381,447.218,145.5793,145.0525,145.212
52897,528.97,765.0821,447.1522,145.571,145.0525,145.212
52898,528.98,765.0821,447.1522,145.571,145.0498,145.2053
52899,528.99,765.1385,447.0673,145.5602,145.0498,145.2053
52900,529.0,765.1385,447.0673,145.5602,145.0434,145.1949
52901,529.01,765.1955,446.9807,145.5487,145.0434,145.1949
52902,529.02,765.2425,446.9087,145.5395,145.0387,145.1836
52903,529.03,765.2425,446.9087,145.5395,145.031,145.1795
52904,529.04,765.3024,446.8164,145.5281,145.031,145.1795
52905,529.05,765.3024,446.8164,145.5281,145.0155,145.1677
52906,529.06,765.3613,446.7245,145.5171,145.0155,145.1677
52907,529.07,765.3613,446.7245,145.5171,145.0087,145.1597
52908,529.08,765.4114,446.6455,145.5082,145.0054,145.1537
52909,529.09,765.4604,446.5677,145.4999,145.0054,145.1537
52910,529.1,765.4604,446.5677,145.4999,144.9963,145.14
52911,529.11,765.5099,446.4884,145.4922,144.9963,145.14
52912,529.12,765.5099,446.4884,145.4922,144.9949,145.1335
52913,529.13,765.5727,446.3867,145.4832,144.9949,145.1335
52914,529.14,765.6232,446.3043,145.4764,144.9906,145.1272
52915,529.15,765.6232,446.3043,145.4764,144.9906,145.1272
52916,529.16,765.6742,446.2205,145.4701,144.9825,145.1206
52917,529.17,765.6742,446.2205,145.4701,144.9793,145.114
52918,529.18,765.7515,446.0911,145.461,144.9793,145.114
52919,529.19,765.7515,446.0911,145.461,144.9726,145.104
52920,529.2,765.8049,446.0014,145.4553,144.9726,145.104
52921,529.21,765.8447,445.9335,145.4505,144.9694,145.0977
52922,529.22,765.8447,445.9335,145.4505,144.9665,145.0922
52923,529.23,765.8975,445.8418,145.4446,144.9665,145.0922
52924,529.24,765.8975,445.8418,145.4446,144.9588,145.0803
52925,529.25,765.9631,445.7253,145.4378,144.9588,145.0803
52926,529.26,765.9631,445.7253,145.4378,144.9545,145.071
52927,529.27,766.0153,445.6307,145.4325,144.9545,145.071
52928,529.28,766.0153,445.6307,145.4325,144.9482,145.0651
52929,529.29,766.0717,445.5258,145.4267,144.9482,145.0651
52930,529.3,766.0717,445.5258,145.4267,144.9482,145.0651
52931,529.31,766.1417,445.3919,145.4201,144.9448,145.0597
52932,529.32,766.1417,445.3919,145.4201,144.9413,145.0583
52933,529.33,766.1845,445.3087,145.4162,144.9413,145.0583
52934,529.34,766.1845,445.3087,145.4162,144.9385,145.0557
52935,529.35,766.2444,445.1903,145.4112,144.9385,145.0557
52936,529.36,766.2444,445.1903,145.4112,144.9385,145.0557
52937,529.37,766.3163,445.0448,145.4044,144.9368,145.0419
52938,529.38,766.3163,445.0448,145.4044,144.931,145.0374
52939,529.39,766.3605,444.9553,145.4003,144.931,145.0374
52940,529.4,766.3605,444.9553,145.4003,144.9193,145.0304
52941,529.41,766.4209,444.8326,145.3937,144.9193,145.0304
52942,529.42,766.4209,444.8326,145.3937,144.9122,145.0231
52943,529.43,766.4821,444.7084,145.3863,144.9122,145.0231
52944,529.44,766.5441,444.5827,145.3778,144.9046,145.0159
52945,529.45,766.5441,444.5827,145.3778,144.8896,145.0102
52946,529.46,766.6053,444.4588,145.3699,144.8896,145.0102
52947,529.47,766.6053,444.4588,145.3699,144.89,145.0036
52948,529.48,766.6962,444.2752,145.358,144.89,145.0036
52949,529.49,766.6962,444.2752,145.358,144.8868,144.9961
52950,529.5,766.7582,444.1511,145.3502,144.8868,144.9961
52951,529.51,766.7582,444.1511,145.3502,144.8844,144.9912
52952,529.52,766.8195,444.0292,145.3431,144.8844,144.9912
52953,529.53,766.8817,443.9061,145.3358,144.8799,144.9878
52954,529.54,766.8817,443.9061,145.3358,144.8799,144.9878
52955,529.55,766.9596,443.7531,145.327,144.8781,144.9798
52956,529.56,766.9596,443.7531,145.327,144.8726,144.9742
52957,529.57,767.024,443.6273,145.32,144.8726,144.9742
52958,529.58,767.0874,443.5039,145.3135,144.8701,144.9716
52959,529.59,767.0874,443.5039,145.3135,144.8701,144.9716
52960,529.6,767.0874,443.5039,145.3135,144.8653,144.9691
52961,529.61,767.1826,443.3204,145.3045,144.8653,144.9691
52962,529.62,767.2472,443.198,145.2991,144.8629,144.9683
52963,529.63,767.2472,443.198,145.2991,144.8651,144.9642
52964,529.64,767.3132,443.0748,145.2941,144.8651,144.9642
52965,529.65,767.3132,443.0748,145.2941,144.8649,144.9592
52966,529.66,767.3977,442.9205,145.2889,144.8649,144.9592
52967,529.67,767.3977,442.9205,145.2889,144.8618,144.9507
52968,529.68,767.4646,442.7996,145.2855,144.8555,144.9454
52969,529.69,767.5522,442.6438,145.2823,144.8555,144.9454
52970,529.7,767.5522,442.6438,145.2823,144.8519,144.9378
52971,529.71,767.6394,442.4913,145.2789,144.8519,144.9378
52972,529.72,767.6394,442.4913,145.2789,144.8519,144.9378
52973,529.73,767.7262,442.3423,145.2762,144.8423,144.9311
52974,529.74,767.7262,442.3423,145.2762,144.8447,144.9249
52975,529.75,767.8127,442.1967,145.2737,144.8447,144.9249
52976,529.76,767.8127,442.1967,145.2737,144.8476,144.9218
52977,529.77,767.8849,442.0777,145.2716,144.8476,144.9218
52978,529.78,767.8849,442.0777,145.2716,144.8453,144.9157
52979,529.79,767.9944,441.9008,145.2687,144.8453,144.9157
52980,529.8,767.9944,441.9008,145.2687,144.8421,144.9103
52981,529.81,768.0866,441.7545,145.2662,144.8421,144.9103
52982,529.82,768.1605,441.6388,145.2637,144.8361,144.9075
52983,529.83,768.1605,441.6388,145.2637,144.8329,144.902
52984,529.84,768.2724,441.4648,145.2589,144.8329,144.902
52985,529.85,768.2724,441.4648,145.2589,144.8333,144.9019
52986,529.86,768.3475,441.3486,145.2557,144.8333,144.9019
52987,529.87,768.3475,441.3486,145.2557,144.8335,144.8926
52988,529.88,768.4205,441.2359,145.2524,144.8339,144.8879
52989,529.89,768.5142,441.0915,145.2482,144.8339,144.8879
52990,529.9,768.5142,441.0915,145.2482,144.8339,144.8879
52991,529.91,768.6086,440.947,145.2441,144.8329,144.8821
52992,529.92,768.6086,440.947,145.2441,144.8277,144.8807
52993,529.93,768.6834,440.8338,145.2411,144.8277,144.8807
52994,529.94,768.6834,440.8338,145.2411,144.8221,144.8755
52995,529.95,768.7791,440.6892,145.2363,144.8221,144.8755
52996,529.96,768.7791,440.6892,145.2363,144.814,144.8698
52997,529.97,768.8964,440.5131,145.2303,144.814,144.8698
52998,529.98,768.8964,440.5131,145.2303,144.8084,144.8666
52999,529.99,768.9943,440.3682,145.2254,144.8084,144.8666
53000,530.0,768.9943,440.3682,145.2254,144.8085,144.8633
53001,530.01,769.0935,440.2231,145.2203,144.8085,144.8633
53002,530.02,769.0935,440.2231,145.2203,144.8065,144.8604
53003,530.03,769.197,440.0741,145.2149,144.8065,144.8604
53004,530.04,769.2998,439.9293,145.2093,144.8024,144.8544
53005,530.05,769.2998,439.9293,145.2093,144.798,144.8513
53006,530.06,769.3843,439.812,145.2044,144.798,144.8513
53007,530.07,769.3843,439.812,145.2044,144.798,144.8513
53008,530.08,769.513,439.6362,145.1974,144.7965,144.8463
53009,530.09,769.513,439.6362,145.1974,144.8084,144.8427
53010,530.1,769.6208,439.4917,145.1925,144.8084,144.8427
53011,530.11,769.6208,439.4917,145.1925,144.8075,144.8409
53012,530.12,769.7095,439.3745,145.1891,144.8075,144.8409
53013,530.13,769.7095,439.3745,145.1891,144.7935,144.8371
53014,530.14,769.8265,439.2223,145.1853,144.7935,144.8371
53015,530.15,769.8265,439.2223,145.1853,144.7861,144.8351
53016,530.16,769.9273,439.0935,145.1822,144.7861,144.8351
53017,530.17,769.9273,439.0935,145.1822,144.7885,144.8331
53018,530.18,770.0324,438.9611,145.1796,144.7885,144.8331
53019,530.19,770.0324,438.9611,145.1796,144.7929,144.8272
53020,530.2,770.1676,438.7936,145.1776,144.7929,144.8272
53021,530.21,770.1676,438.7936,145.1776,144.7839,144.8238
53022,530.22,770.2758,438.6607,145.1761,144.7839,144.8238
53023,530.23,770.2758,438.6607,145.1761,144.7788,144.8204
53024,530.24,770.385,438.5276,145.175,144.7788,144.8204
53025,530.25,770.385,438.5276,145.175,144.779,144.8159
53026,530.26,770.5238,438.3597,145.1748,144.779,144.8159
53027,530.27,770.5238,438.3597,145.1748,144.7792,144.8138
53028,530.28,770.6374,438.2232,145.1752,144.7792,144.8138
53029,530.29,770.7515,438.0865,145.1753,144.7781,144.8104
53030,530.3,770.7515,438.0865,145.1753,144.7781,144.8104
53031,530.31,770.7515,438.0865,145.1753,144.773,144.8073
53032,530.32,770.9186,437.8876,145.1737,144.773,144.8073
53033,530.33,771.0277,437.7593,145.1724,144.7733,144.8056
53034,530.34,771.0277,437.7593,145.1724,144.7738,144.8043
53035,530.35,771.1672,437.5966,145.1701,144.7738,144.8043
53036,530.36,771.1672,437.5966,145.1701,144.7738,144.7999
53037,530.37,771.3007,437.4417,145.1665,144.7738,144.7999
53038,530.38,771.4086,437.3179,145.1626,144.7786,144.798
53039,530.39,771.4086,437.3179,145.1626,144.7786,144.798
53040,530.4,771.5444,437.1635,145.1578,144.7805,144.7932
53041,530.41,771.5444,437.1635,145.1578,144.7811,144.7902
53042,530.42,771.5444,437.1635,145.1578,144.7811,144.7902
53043,530.43,771.7088,436.9787,145.1529,144.78,144.7856
53044,530.44,771.816,436.8593,145.1492,144.78,144.7856
53045,530.45,771.816,436.8593,145.1492,144.7793,144.7843
53046,530.46,771.924,436.7399,145.1454,144.7762,144.7827
53047,530.47,772.0609,436.5898,145.1416,144.7762,144.7827
53048,530.48,772.0609,436.5898,145.1416,144.7762,144.7827
53049,530.49,772.1953,436.4434,145.1397,144.7715,144.7791
53050,530.5,772.1953,436.4434,145.1397,144.7715,144.7791
53051,530.51,772.3057,436.3238,145.1381,144.771,144.7758
53052,530.52,772.3057,436.3238,145.1381,144.7703,144.7737
53053,530.53,772.4456,436.1734,145.1359,144.7703,144.7737
53054,530.54,772.4456,436.1734,145.1359,144.7693,144.7729
53055,530.55,772.6128,435.9962,145.1344,144.7693,144.7729
53056,530.56,772.6128,435.9962,145.1344,144.7673,144.772
53057,530.57,772.7226,435.8807,145.1342,144.7673,144.772
53058,530.58,772.8628,435.7344,145.1338,144.7641,144.7714
53059,530.59,772.8628,435.7344,145.1338,144.7609,144.7717
53060,530.6,773.0043,435.5882,145.1332,144.7609,144.7717
53061,530.61,773.0043,435.5882,145.1332,144.7609,144.7717
53062,530.62,773.1425,435.4462,145.1329,144.7571,144.7756
53063,530.63,773.1425,435.4462,145.1329,144.7553,144.7772
53064,530.64,773.2774,435.308,145.1335,144.7553,144.7772
53065,530.65,773.2774,435.308,145.1335,144.756,144.7768
53066,530.66,773.4126,435.1698,145.1335,144.756,144.7768
53067,530.67,773.4126,435.1698,145.1335,144.7574,144.7779
53068,530.68,773.5778,435.0013,145.1339,144.7574,144.7779
53069,530.69,773.7133,434.8638,145.1351,144.7588,144.7793
53070,530.7,773.7133,434.8638,145.1351,144.7588,144.7793
53071,530.71,773.8186,434.7571,145.1358,144.7583,144.7789
53072,530.72,773.8186,434.7571,145.1358,144.7583,144.7789
53073,530.73,773.8186,434.7571,145.1358,144.7574,144.7771
53074,530.74,774.0113,434.5632,145.1367,144.7574,144.7771
53075,530.75,774.1444,434.4302,145.1375,144.7569,144.776
53076,530.76,774.1444,434.4302,145.1375,144.7525,144.7744
53077,530.77,774.286,434.2895,145.1385,144.7525,144.7744
53078,530.78,774.286,434.2895,145.1385,144.7545,144.7724
53079,530.79,774.4519,434.126,145.1399,144.7545,144.7724
53080,530.8,774.4519,434.126,145.1399,144.7531,144.7677
53081,530.81,774.5607,434.0192,145.1403,144.7531,144.7677
53082,530.82,774.5607,434.0192,145.1403,144.7524,144.7663
53083,530.83,774.7011,433.8814,145.1405,144.7497,144.7647
53084,530.84,774.8428,433.7433,145.1402,144.7497,144.7647
53085,530.85,774.8428,433.7433,145.1402,144.7497,144.7647
53086,530.86,774.9539,433.6355,145.1394,144.7523,144.7646
53087,530.87,774.9539,433.6355,145.1394,144.756,144.7644
53088,530.88,775.1017,433.4927,145.1376,144.756,144.7644
53089,530.89,775.2465,433.353,145.1355,144.7581,144.7637
53090,530.9,775.2465,433.353,145.1355,144.7581,144.7637
53091,530.91,775.2465,433.353,145.1355,144.7597,144.7623
53092,530.92,775.4214,433.1856,145.1317,144.7617,144.7612
53093,530.93,775.5735,433.0409,145.1281,144.7617,144.7612
53094,530.94,775.5735,433.0409,145.1281,144.7626,144.7618
53095,530.95,775.6935,432.9269,145.1261,144.7626,144.7618
53096,530.96,775.785,432.8399,145.1251,144.7626,144.7625
53097,530.97,775.785,432.8399,145.1251,144.7626,144.7625
53098,530.98,775.785,432.8399,145.1251,144.7653,144.7584
53099,530.99,775.9482,432.6848,145.1231,144.7653,144.7584
53100,531.0,776.0835,432.5569,145.1222,144.7656,144.7582
53101,531.01,776.0835,432.5569,145.1222,144.7656,144.7582
53102,531.02,776.22,432.4285,145.1228,144.766,144.7595
53103,531.03,776.22,432.4285,145.1228,144.766,144.7595
53104,531.04,776.22,432.4285,145.1228,144.7631,144.7599
53105,531.05,776.3964,432.2632,145.1249,144.7631,144.7599
53106,531.06,776.5398,432.1296,145.1267,144.7597,144.7614
53107,531.07,776.5398,432.1296,145.1267,144.7558,144.7635
53108,531.08,776.6497,432.0284,145.1284,144.7558,144.7635
53109,531.09,776.6497,432.0284,145.1284,144.7558,144.7635
53110,531.1,776.8806,431.8177,145.1341,144.7482,144.7685
53111,531.11,776.8806,431.8177,145.1341,144.7482,144.7685
53112,531.12,777.038,431.6756,145.1366,144.7408,144.7693
53113,531.13,777.038,431.6756,145.1366,144.7404,144.77
53114,531.14,777.1926,431.5378,145.1385,144.7404,144.77
53115,531.15,777.1926,431.5378,145.1385,144.7439,144.7698
53116,531.16,777.4268,431.3317,145.1438,144.7439,144.7698
53117,531.17,777.4268,431.3317,145.1438,144.7451,144.7702
53118,531.18,777.584,431.1941,145.1452,144.7451,144.7702
53119,531.19,777.7754,431.0286,145.1475,144.748,144.7713
53120,531.2,777.7754,431.0286,145.1475,144.748,144.7713
53121,531.21,777.7754,431.0286,145.1475,144.748,144.7713
53122,531.22,778.0442,430.7992,145.1519,144.7599,144.7744
53123,531.23,778.0442,430.7992,145.1519,144.7578,144.7761
53124,531.24,778.2297,430.6417,145.1531,144.7578,144.7761
53125,531.25,778.4169,430.4844,145.157,144.7634,144.7781
53126,531.26,778.4169,430.4844,145.157,144.7634,144.7781
53127,531.27,778.6048,430.3266,145.1609,144.7685,144.7817
53128,531.28,778.6048,430.3266,145.1609,144.761,144.7843
53129,531.29,778.7548,430.2007,145.1633,144.761,144.7843
53130,531.3,778.9009,430.079,145.1669,144.7596,144.786
53131,531.31,778.9009,430.079,145.1669,144.7596,144.786
53132,531.32,779.0522,429.9533,145.1711,144.7653,144.792
53133,531.33,779.0522,429.9533,145.1711,144.7683,144.7998
53134,531.34,779.2437,429.7946,145.175,144.7683,144.7998
53135,531.35,779.2437,429.7946,145.175,144.7595,144.8038
53136,531.36,779.4271,429.6443,145.1788,144.7595,144.8038
53137,531.37,779.6119,429.4946,145.1842,144.7618,144.8081
53138,531.38,779.6119,429.4946,145.1842,144.7603,144.8096
53139,531.39,779.829,429.3207,145.1892,144.7603,144.8096
53140,531.4,779.829,429.3207,145.1892,144.7549,144.8103
53141,531.41,779.972,429.2078,145.1924,144.7549,144.8103
53142,531.42,779.972,429.2078,145.1924,144.7576,144.8073
53143,531.43,780.1211,429.0914,145.1963,144.7633,144.8242
53144,531.44,780.3073,428.9469,145.2005,144.7633,144.8242
53145,531.45,780.3073,428.9469,145.2005,144.7633,144.8242
53146,531.46,780.4953,428.8026,145.2036,144.7571,144.8274
53147,531.47,780.4953,428.8026,145.2036,144.7571,144.8274
53148,531.48,780.6905,428.6548,145.2075,144.7595,144.8377
53149,531.49,780.6905,428.6548,145.2075,144.7633,144.849
53150,531.5,780.8812,428.5107,145.2108,144.7633,144.849
53151,531.51,780.8812,428.5107,145.2108,144.764,144.846
53152,531.52,781.1111,428.3391,145.2157,144.764,144.846
53153,531.53,781.1111,428.3391,145.2157,144.7658,144.8444
53154,531.54,781.305,428.1956,145.2189,144.7666,144.8664
53155,531.55,781.4941,428.056,145.2212,144.7666,144.8664
53156,531.56,781.4941,428.056,145.2212,144.7677,144.8686
53157,531.57,781.6516,427.9405,145.224,144.7677,144.8686
53158,531.58,781.6516,427.9405,145.224,144.7693,144.8755
53159,531.59,781.8431,427.8013,145.2282,144.7693,144.8755
53160,531.6,782.0406,427.6577,145.2316,144.7732,144.8767
53161,531.61,782.0406,427.6577,145.2316,144.7732,144.8767
53162,531.62,782.1951,427.5462,145.2355,144.7748,144.8778
53163,531.63,782.1951,427.5462,145.2355,144.7789,144.8764
53164,531.64,782.1951,427.5462,145.2355,144.7789,144.8764
53165,531.65,782.5122,427.3198,145.2462,144.7849,144.8831
53166,531.66,782.669,427.2086,145.2508,144.7849,144.8831
53167,531.67,782.669,427.2086,145.2508,144.7857,144.8891
53168,531.68,782.8658,427.0697,145.2562,144.7857,144.8891
53169,531.69,783.024,426.9587,145.2603,144.7913,144.8916
53170,531.7,783.024,426.9587,145.2603,144.7913,144.8916
53171,531.71,783.223,426.82,145.2651,144.8024,144.8987
53172,531.72,783.223,426.82,145.2651,144.8021,144.9053
53173,531.73,783.3887,426.7051,145.2684,144.8021,144.9053
53174,531.74,783.5952,426.5624,145.2711,144.8031,144.9085
53175,531.75,783.5952,426.5624,145.2711,144.8031,144.9085
53176,531.76,783.5952,426.5624,145.2711,144.8065,144.9177
53177,531.77,783.8437,426.3922,145.2743,144.8065,144.9177
53178,531.78,783.8437,426.3922,145.2743,144.8069,144.9216
53179,531.79,784.0534,426.2496,145.2762,144.8069,144.9216
53180,531.8,784.2642,426.107,145.2778,144.8114,144.9279
53181,531.81,784.2642,426.107,145.2778,144.8114,144.9279
53182,531.82,784.2642,426.107,145.2778,144.8142,144.9298
53183,531.83,784.5235,425.9324,145.28,144.8142,144.9298
53184,531.84,784.5235,425.9324,145.28,144.8185,144.9264
53185,531.85,784.7074,425.8094,145.2823,144.821,144.928
53186,531.86,784.8921,425.6864,145.2851,144.821,144.928
53187,531.87,784.8921,425.6864,145.2851,144.8264,144.9305
53188,531.88,785.0894,425.5553,145.2878,144.8264,144.9305
53189,531.89,785.0894,425.5553,145.2878,144.8264,144.9305
53190,531.9,785.3358,425.3923,145.2917,144.8341,144.9345
53191,531.91,785.3358,425.3923,145.2917,144.838,144.9382
53192,531.92,785.5352,425.261,145.2951,144.838,144.9382
53193,531.93,785.5352,425.261,145.2951,144.8421,144.9393
53194,531.94,785.7355,425.1296,145.2984,144.8421,144.9393
53195,531.95,785.7355,425.1296,145.2984,144.848,144.9424
53196,531.96,785.7355,425.1296,145.2984,144.848,144.9424
53197,531.97,786.0465,424.9262,145.3027,144.857,144.9474
53198,531.98,786.2551,424.7903,145.3052,144.857,144.9474
53199,531.99,786.2551,424.7903,145.3052,144.8605,144.9497
53200,532.0,786.5139,424.6222,145.3065,144.8605,144.9497
53201,532.01,786.5139,424.6222,145.3065,144.8658,144.9532
53202,532.02,786.5139,424.6222,145.3065,144.8658,144.9532
53203,532.03,786.8238,424.4214,145.3065,144.8772,144.951
53204,532.04,787.0856,424.2523,145.3064,144.8772,144.951
53205,532.05,787.0856,424.2523,145.3064,144.8841,144.9443
53206,532.06,787.2861,424.1229,145.3058,144.8841,144.9443
53207,532.07,787.4872,423.9929,145.3052,144.897,144.9542
53208,532.08,787.4872,423.9929,145.3052,144.897,144.9542
53209,532.09,787.7398,423.8298,145.306,144.9009,144.9406
53210,532.1,787.7398,423.8298,145.306,144.9108,144.9462
53211,532.11,787.9805,423.6738,145.3064,144.9108,144.9462
53212,532.12,788.1776,423.5459,145.3067,144.9167,144.9449
53213,532.13,788.1776,423.5459,145.3067,144.9231,144.9416
53214,532.14,788.1776,423.5459,145.3067,144.9231,144.9416
53215,532.15,788.5679,423.293,145.3098,144.9231,144.9416
53216,532.16,788.5679,423.293,145.3098,144.941,144.9421
53217,532.17,788.7606,423.1677,145.3111,144.941,144.9421
53218,532.18,789.0055,423.0084,145.3133,144.9476,144.9468
53219,532.19,789.0055,423.0084,145.3133,144.959,144.9481
53220,532.2,789.0055,423.0084,145.3133,144.959,144.9481
53221,532.21,789.2902,422.8229,145.3157,144.975,144.9497
53222,532.22,789.4784,422.6999,145.3171,144.975,144.9497
53223,532.23,789.4784,422.6999,145.3171,144.9823,144.955
53224,532.24,789.7191,422.5422,145.3197,144.9823,144.955
53225,532.25,789.8954,422.4266,145.3222,144.9904,144.954
53226,532.26,789.8954,422.4266,145.3222,144.9904,144.954
53227,532.27,790.1309,422.2717,145.326,144.9943,144.9745
53228,532.28,790.1309,422.2717,145.326,145.0019,144.9602
53229,532.29,790.3672,422.1159,145.3301,145.0019,144.9602
53230,532.3,790.5514,421.9944,145.3341,145.0055,144.9594
53231,532.31,790.5514,421.9944,145.3341,145.0055,144.9594
53232,532.32,790.5514,421.9944,145.3341,145.0099,144.9749
53233,532.33,790.9278,421.7454,145.3414,145.0099,144.9749
53234,532.34,790.9278,421.7454,145.3414,145.0132,144.9707
